,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2516,1.0,2.0,52.34638,4.9,2.0,1.0,1.0,1.0,125.0,2.0,1125,2.0,3.0,1125,1125.0,2.0,1125.0,5.0,7.0,8,140,24.0,5.0,0.0,4.83,4.71,5.0,4.96,4.92,4.71,4.71,1.0,0.0,1.0,0.0,0.32
2517,1.0,1.0,52.35602,4.88901,4.0,1.5,2.0,2.0,286.0,3.0,14,3.0,3.0,14,14.0,3.0,14.0,4.0,17.0,36,36,24.0,3.0,1.0,4.96,4.88,4.71,4.96,4.92,4.92,4.67,1.0,1.0,0.0,0.0,0.32
2518,2.0,2.0,52.36423,4.83778,2.0,1.5,2.0,2.0,286.0,3.0,1125,3.0,3.0,1125,1125.0,3.0,1125.0,0.0,0.0,0,0,27.0,6.0,2.0,4.7,4.7,4.33,4.89,4.96,4.48,4.48,1.0,0.0,1.0,0.0,0.35
2519,1.0,2.0,52.40896,4.9007,4.0,1.5,1.0,4.0,150.0,2.0,1125,1.0,2.0,1125,1125.0,2.0,1125.0,0.0,6.0,10,33,30.0,8.0,0.0,4.7,4.77,4.5,4.97,4.9,4.57,4.47,1.0,1.0,0.0,0.0,0.41
2520,1.0,1.0,52.36357,4.8684,4.0,2.0,3.0,3.0,420.0,3.0,1125,1.0,3.0,1125,1125.0,3.0,1125.0,1.0,23.0,41,41,18.0,4.0,1.0,4.28,4.61,4.17,4.89,4.83,4.83,3.83,1.0,1.0,0.0,0.0,0.24
2521,1.0,2.0,52.40661,4.89922,4.0,1.3,3.0,4.0,342.0,3.0,1125,3.0,3.0,1125,1125.0,3.0,1125.0,12.0,15.0,28,303,7.0,1.0,0.0,4.86,4.86,4.57,5.0,4.71,4.71,4.57,1.0,1.0,0.0,0.0,0.09
2522,1.0,1.0,52.35153,4.91762,4.0,1.3,1.0,4.0,342.0,2.0,26,3.0,3.0,26,26.0,3.0,26.0,0.0,0.0,0,0,32.0,9.0,0.0,4.44,4.53,4.28,4.47,4.5,4.25,4.0,1.0,1.0,0.0,0.0,0.42
2523,1.0,2.0,52.41417,4.89009,2.0,1.3,1.0,4.0,342.0,2.0,1125,2.0,2.0,1125,1125.0,2.0,1125.0,0.0,0.0,0,0,2.0,0.0,0.0,5.0,5.0,5.0,5.0,4.5,4.5,5.0,1.0,1.0,0.0,0.0,0.03
2524,1.0,1.0,52.34456,4.91576,4.0,1.3,2.0,4.0,342.0,2.0,21,2.0,2.0,1125,1125.0,2.0,1125.0,0.0,0.0,0,0,11.0,0.0,0.0,4.91,4.91,4.91,4.82,4.91,4.91,4.64,1.0,1.0,0.0,0.0,0.15
2525,1.0,1.0,52.36483,4.87063,4.0,1.5,1.0,4.0,160.0,1.0,1125,1.0,1.0,1125,1125.0,1.0,1125.0,4.0,21.0,30,291,210.0,52.0,4.0,4.95,4.96,4.95,4.95,4.96,4.83,4.72,1.0,0.0,1.0,0.0,2.72
2526,1.0,2.0,52.37273,4.90743,2.0,1.0,1.0,0.0,167.0,3.0,1125,1.0,3.0,1125,1125.0,3.0,1125.0,2.0,12.0,15,75,233.0,41.0,6.0,4.91,4.95,4.97,4.96,4.98,4.93,4.65,1.0,0.0,1.0,0.0,3.02
2527,1.0,1.0,52.355507250063525,4.897487207923278,6.0,1.0,2.0,0.0,167.0,4.0,1125,1.0,4.0,1125,1125.0,2.7,1125.0,3.0,3.0,3,3,23.0,12.0,1.0,4.78,4.74,4.74,4.87,4.96,4.91,4.52,1.0,1.0,0.0,0.0,0.31
2528,1.0,1.0,52.38259,4.87833,4.0,1.0,3.0,0.0,167.0,3.0,365,3.0,3.0,365,365.0,3.0,365.0,0.0,3.0,5,5,22.0,5.0,0.0,4.86,5.0,4.91,4.73,4.77,4.73,4.64,1.0,1.0,0.0,0.0,0.29
2529,2.0,2.0,52.36017,4.84902,2.0,1.0,1.0,1.0,73.0,5.0,1125,5.0,5.0,50,1125.0,5.0,969.3,5.0,35.0,44,44,23.0,1.0,0.0,4.78,4.91,4.83,4.87,4.83,4.7,4.74,1.0,0.0,1.0,0.0,0.31
2530,1.0,1.0,52.3609,4.83942,4.0,1.5,2.0,2.0,239.0,3.0,680,2.0,3.0,680,680.0,3.0,680.0,2.0,15.0,15,15,43.0,3.0,0.0,4.88,4.91,5.0,4.77,4.86,4.49,4.63,1.0,1.0,0.0,0.0,0.57
2531,1.0,3.0,52.35388,4.93476,7.0,1.5,1.5,2.0,239.0,3.0,18,3.0,3.0,18,18.0,3.0,18.0,0.0,0.0,0,0,0.0,0.0,0.0,4.88,4.91,5.0,4.77,4.86,4.49,4.63,1.0,1.0,0.0,0.0,0.57
2532,1.0,1.0,52.37394,4.84883,4.0,1.0,2.0,3.0,250.0,3.0,7,1.0,3.0,7,7.0,3.0,7.0,7.0,7.0,15,55,23.0,0.0,0.0,4.74,4.87,4.74,4.87,4.96,4.7,4.52,1.0,1.0,0.0,0.0,0.31
2533,1.0,3.0,52.37414,4.89404,3.0,1.0,0.0,3.0,284.0,3.0,1125,1.0,3.0,1125,1125.0,2.9,1125.0,1.0,3.0,12,232,292.0,57.0,0.7,4.95,4.96,4.91,4.99,4.98,4.99,4.79,1.0,1.0,0.0,0.0,3.85
2534,1.0,1.0,52.36866,4.8868,3.0,1.5,1.0,0.0,184.0,2.0,14,2.0,2.0,14,14.0,2.0,14.0,0.0,1.0,2,103,289.0,61.0,4.0,5.0,5.0,4.99,4.99,4.99,4.99,4.87,1.0,0.0,1.0,0.0,3.78
2535,1.0,4.0,52.36636,4.86407,5.0,1.5,3.0,0.0,184.0,4.0,16,4.0,4.0,16,16.0,4.0,16.0,0.0,0.0,0,0,17.0,0.0,0.0,4.71,4.59,4.18,4.76,4.53,4.88,4.41,1.0,1.0,0.0,0.0,0.24
2536,2.0,2.0,52.37109,4.929013,2.0,1.0,1.0,1.0,81.0,2.0,14,2.0,2.0,1125,1125.0,2.0,1125.0,3.0,3.0,3,3,33.3,83.0,0.7,4.73,4.77,4.78,4.88,4.94,4.72,4.64,2.0,0.0,2.0,0.0,5.88
2537,1.0,1.0,52.378647,4.881075,2.0,1.0,1.0,1.0,81.0,2.0,4,2.0,2.0,4,4.0,2.0,4.0,0.0,0.0,0,0,59.0,5.0,0.0,4.98,4.97,4.95,4.95,4.95,4.97,4.66,1.0,1.0,0.0,0.0,0.77
2538,1.0,1.0,52.35441632501128,4.891174998741808,2.0,1.0,1.0,1.0,350.0,25.0,25,7.0,25.0,25,25.0,23.2,25.0,0.0,22.0,39,114,26.0,3.0,1.0,4.92,5.0,4.88,5.0,4.96,4.96,4.5,1.0,1.0,0.0,0.0,0.34
2539,2.0,2.0,52.37109,4.929013,2.0,1.0,1.0,0.0,80.0,2.0,14,2.0,2.0,1125,1125.0,2.0,1125.0,6.0,6.0,6,6,33.3,88.0,0.7,4.8,4.84,4.82,4.92,4.97,4.74,4.68,2.0,0.0,2.0,0.0,5.59
2540,4.0,6.0,52.40033,4.91447,4.0,1.0,2.0,0.0,80.0,4.0,10,4.0,4.0,10,10.0,4.0,10.0,0.0,0.0,0,0,13.0,0.0,0.0,4.77,4.69,4.54,5.0,5.0,4.46,4.54,3.0,3.0,0.0,0.0,0.18
2541,1.0,1.0,52.3499,4.93729,4.0,1.0,3.0,0.0,80.0,5.0,14,5.0,5.0,1125,1125.0,5.0,1125.0,0.0,0.0,0,0,10.0,0.0,0.0,5.0,5.0,5.0,4.6,4.9,4.9,4.5,1.0,1.0,0.0,0.0,0.13
2542,1.0,1.0,52.4,4.97676,3.0,1.0,1.0,0.0,80.0,3.0,365,3.0,3.0,365,365.0,3.0,365.0,0.0,0.0,0,0,7.0,2.0,1.0,4.29,4.14,4.29,4.29,4.43,4.8,3.86,1.0,1.0,0.0,0.0,0.36
2543,1.0,1.0,52.37069,4.87153,2.0,1.0,1.0,1.0,186.0,3.0,28,2.0,3.0,1125,1125.0,2.4,1125.0,4.0,8.0,12,138,219.0,58.0,0.7,4.77,4.81,4.77,4.84,4.79,4.88,4.62,1.0,0.0,1.0,0.0,2.87
2544,1.0,1.0,52.35689,4.91209,2.0,1.0,1.0,1.0,186.0,3.0,1125,3.0,3.0,1125,1125.0,3.0,1125.0,0.0,0.0,0,0,8.0,0.0,0.0,4.75,4.75,5.0,4.88,4.63,4.63,4.5,1.0,1.0,0.0,0.0,0.11
2545,1.0,1.0,52.35638,4.99051,4.0,1.0,4.0,4.0,180.0,5.0,14,5.0,5.0,14,14.0,5.0,14.0,0.0,3.0,3,10,9.0,2.0,0.0,4.89,4.89,4.44,4.89,5.0,5.0,4.78,1.0,1.0,0.0,0.0,0.13
2546,1.0,2.0,52.38602,4.88867,2.0,1.0,1.0,1.0,217.0,1.0,20,1.0,1.0,1125,1125.0,1.0,1125.0,1.0,5.0,14,246,33.3,8.4,0.7,4.97,4.95,4.95,4.98,4.98,4.93,4.79,1.0,0.0,1.0,0.0,1.0
2547,1.0,1.0,52.34975,4.9029,2.0,1.0,1.0,1.0,143.0,3.0,1125,3.0,3.0,1125,1125.0,3.0,1125.0,3.0,3.0,4,4,23.0,6.0,3.0,4.74,4.77,4.77,4.91,4.86,4.86,4.68,1.0,1.0,0.0,0.0,0.3
2548,2.0,2.0,52.37262,4.92229,3.0,1.5,1.0,2.0,198.0,2.0,1125,2.0,4.0,1125,1125.0,2.1,1125.0,0.0,5.0,11,11,21.0,6.0,0.0,4.86,4.9,4.86,4.9,4.9,4.67,4.57,2.0,1.0,1.0,0.0,0.28
2549,1.0,1.0,52.37756,4.85968,4.0,1.5,2.0,2.0,198.0,3.0,365,3.0,3.0,365,365.0,3.0,365.0,0.0,0.0,0,0,0.0,0.0,0.0,4.86,4.9,4.86,4.9,4.9,4.67,4.57,1.0,1.0,0.0,0.0,0.28
2550,2.0,2.0,52.36153,4.87331,2.0,1.0,0.0,1.0,185.0,3.0,1125,2.0,3.0,1125,1125.0,3.0,1125.0,2.0,5.0,16,31,99.0,39.0,3.0,4.84,4.85,4.94,4.85,4.86,4.97,4.7,2.0,2.0,0.0,0.0,1.32
2551,1.0,1.0,52.35698,4.89964,4.0,1.0,2.0,1.0,185.0,2.0,14,2.0,2.0,14,14.0,2.0,14.0,0.0,0.0,0,0,25.0,0.0,0.0,4.92,4.92,4.96,5.0,5.0,4.92,4.76,1.0,1.0,0.0,0.0,0.33
2552,1.0,1.0,52.36682,4.85248,2.0,1.0,1.0,1.0,185.0,2.0,7,2.0,2.0,7,7.0,2.0,7.0,0.0,0.0,0,0,6.0,0.0,0.0,4.5,4.5,4.33,5.0,5.0,4.8,4.0,1.0,1.0,0.0,0.0,0.08
2553,1.0,1.0,52.36303,4.85919,2.0,1.0,1.0,1.0,185.0,2.0,1125,2.0,2.0,1125,1125.0,2.0,1125.0,0.0,0.0,0,0,15.0,0.0,0.0,4.87,4.8,4.8,4.87,4.87,4.73,4.73,1.0,1.0,0.0,0.0,0.21
2554,1.0,1.0,52.37556,4.87539,2.0,1.0,1.0,1.0,185.0,5.0,30,5.0,5.0,30,30.0,5.0,30.0,0.0,0.0,0,0,16.0,2.0,0.0,4.81,4.88,4.56,4.94,5.0,4.88,4.63,1.0,1.0,0.0,0.0,0.21
2555,1.0,2.0,52.36137,4.89481,2.0,1.5,0.0,1.0,150.0,7.0,31,5.0,7.0,31,31.0,7.0,31.0,5.0,9.0,11,26,45.0,8.0,0.0,4.91,4.87,4.82,4.91,4.89,4.98,4.69,1.0,1.0,0.0,0.0,0.64
2556,1.0,1.0,52.38012,4.99679,4.0,1.5,4.0,1.0,150.0,4.0,1125,4.0,4.0,1125,1125.0,4.0,1125.0,0.0,0.0,0,0,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1.0,1.0,0.0,0.0,0.03
2557,2.0,6.0,52.34915,4.78785,2.0,1.5,1.0,2.0,81.0,3.0,730,1.0,3.0,730,730.0,3.0,730.0,10.0,40.0,63,93,52.0,30.0,0.7,4.77,4.86,4.78,4.75,4.9,4.71,4.61,2.0,0.0,2.0,0.0,0.69
2558,1.0,1.0,52.37276,4.92088,4.0,1.5,2.0,2.0,81.0,7.0,30,7.0,7.0,30,30.0,7.0,30.0,0.0,0.0,0,0,13.0,0.0,0.0,4.85,4.85,4.77,5.0,5.0,4.54,4.54,1.0,1.0,0.0,0.0,0.17
2559,2.0,2.0,52.35379,4.90109,4.0,1.0,1.0,3.0,255.0,3.0,1125,2.0,3.0,1125,1125.0,3.0,1125.0,1.0,4.0,14,245,188.0,51.0,5.0,4.95,4.92,4.97,4.98,4.99,4.91,4.74,2.0,2.0,0.0,0.0,2.52
2560,1.0,3.0,52.38159,4.88477,2.0,1.0,1.0,3.0,255.0,1.0,1125,1.0,2.0,1125,1125.0,1.1,1125.0,0.0,0.0,0,0,46.0,4.0,0.0,4.83,4.83,4.7,4.7,4.96,4.96,4.7,1.0,1.0,0.0,0.0,0.61
2561,1.0,1.0,52.36646,4.8522,2.0,1.0,1.0,3.0,255.0,2.0,21,2.0,2.0,21,21.0,2.0,21.0,0.0,0.0,0,0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,1.0,1.0,0.0,0.0,0.04
2562,1.0,1.0,52.37511,4.88313,2.0,1.0,1.0,1.0,158.0,1.0,5,1.0,1.0,5,5.0,1.0,5.0,2.0,5.0,7,128,33.3,8.4,0.7,4.86,4.9,4.92,4.91,4.9,4.96,4.78,1.0,0.0,1.0,0.0,7.29
2563,1.0,1.0,52.39147,4.88684,2.0,1.0,1.0,1.0,158.0,2.0,7,2.0,2.0,1125,1125.0,2.0,1125.0,0.0,0.0,0,0,121.0,0.0,0.0,4.98,5.0,4.97,4.98,4.98,4.88,4.88,1.0,0.0,1.0,0.0,1.6
2564,1.0,1.0,52.37938,4.87481,2.0,1.5,1.0,1.0,250.0,3.0,1125,1.0,3.0,1125,1125.0,2.6,1125.0,1.0,10.0,19,19,30.0,7.0,1.0,4.9,4.87,4.7,4.9,4.93,4.83,4.67,1.0,1.0,0.0,0.0,0.41
2565,1.0,1.0,52.37334,4.96385,4.0,1.0,3.0,3.0,150.0,2.0,14,1.0,2.0,14,14.0,2.0,14.0,2.0,11.0,16,26,33.0,10.0,3.0,4.91,4.85,4.73,4.91,4.91,4.76,4.76,1.0,1.0,0.0,0.0,0.44
2566,1.0,1.0,52.34216,4.91153,2.0,1.0,1.0,3.0,150.0,4.0,1125,4.0,4.0,1125,1125.0,4.0,1125.0,0.0,0.0,0,0,7.0,0.0,0.0,5.0,5.0,5.0,4.71,5.0,4.71,4.57,1.0,1.0,0.0,0.0,0.09
2567,1.0,3.0,52.36535,4.85131,2.0,1.0,1.0,3.0,150.0,2.0,30,2.0,2.0,30,30.0,2.0,30.0,0.0,0.0,0,0,32.0,13.0,0.0,4.97,4.97,4.94,5.0,5.0,4.81,4.72,1.0,1.0,0.0,0.0,0.43
2568,2.0,3.0,52.37277,4.87116,2.0,1.0,1.0,3.0,150.0,1.0,1125,1.0,1.0,1125,1125.0,1.0,1125.0,0.0,0.0,0,0,39.0,0.0,0.0,4.87,4.95,4.64,4.92,4.95,4.97,4.77,1.0,1.0,0.0,0.0,0.51
2569,3.0,10.0,52.37074,4.89665,2.0,1.0,1.0,1.0,139.0,3.0,180,3.0,3.0,180,180.0,3.0,180.0,3.0,3.0,3,3,26.0,0.0,0.0,4.77,4.85,4.54,5.0,4.96,4.96,4.77,3.0,3.0,0.0,0.0,0.34
2570,1.0,1.0,52.36699,4.8551,2.0,1.0,1.0,1.0,139.0,3.0,33,3.0,3.0,33,33.0,3.0,33.0,0.0,0.0,0,0,27.0,2.0,0.0,4.93,4.81,4.74,4.96,5.0,4.52,4.59,1.0,1.0,0.0,0.0,0.36
2571,1.0,2.0,52.36244,4.86347,4.0,2.0,2.0,2.0,440.0,2.0,730,2.0,2.0,730,730.0,2.0,730.0,3.0,7.0,13,209,111.0,19.0,0.0,4.98,4.97,5.0,4.98,4.98,4.95,4.87,1.0,0.0,1.0,0.0,1.47
2572,1.0,1.0,52.32289,4.98336,2.0,1.0,1.0,1.0,150.0,2.0,30,1.0,2.0,30,30.0,2.0,30.0,24.0,53.0,83,356,49.0,9.0,2.0,4.94,4.94,4.8,4.96,4.98,4.61,4.86,1.0,0.0,1.0,0.0,0.65
2573,1.0,2.0,52.36685,4.89801,2.0,1.0,1.0,1.0,150.0,3.0,90,3.0,3.0,90,90.0,3.0,90.0,0.0,0.0,0,0,50.0,0.0,0.0,4.92,4.9,4.96,5.0,5.0,4.98,4.72,1.0,1.0,0.0,0.0,0.66
2574,1.0,1.0,52.35864,4.9,4.0,2.5,3.0,3.0,250.0,3.0,30,3.0,3.0,30,30.0,3.0,30.0,0.0,13.0,14,14,4.0,0.0,0.0,4.75,4.75,4.25,5.0,4.25,4.75,4.5,1.0,1.0,0.0,0.0,0.05
2575,2.0,6.0,52.36915,4.91651,4.0,2.5,3.0,3.0,250.0,3.0,30,3.0,3.0,30,30.0,3.0,30.0,0.0,0.0,0,0,22.0,5.0,0.0,4.86,4.68,4.5,5.0,4.95,4.91,4.73,1.0,1.0,0.0,0.0,0.29
2576,1.0,1.0,52.37704,4.85514,2.0,2.5,3.0,3.0,250.0,2.0,9,2.0,2.0,9,9.0,2.0,9.0,0.0,0.0,0,0,17.0,0.0,0.0,4.88,4.94,4.76,4.94,5.0,4.71,4.65,1.0,1.0,0.0,0.0,0.22
2577,1.0,1.0,52.37721,4.89006,2.0,1.5,1.0,1.0,151.0,2.0,1125,2.0,2.0,1125,1125.0,2.0,1125.0,1.0,3.0,5,105,197.0,69.0,3.0,4.92,4.95,4.96,4.85,4.9,4.99,4.83,1.0,1.0,0.0,0.0,2.6
2578,1.0,1.0,52.37268,4.86566,2.0,1.5,1.0,1.0,151.0,3.0,1125,3.0,3.0,1125,1125.0,3.0,1125.0,0.0,0.0,0,0,24.0,4.0,0.0,4.96,4.96,4.96,4.96,4.96,4.79,4.75,1.0,1.0,0.0,0.0,0.32
2579,1.0,1.0,52.35657,4.89339,2.0,1.5,1.0,1.0,151.0,3.0,1124,3.0,3.0,1124,1124.0,3.0,1124.0,0.0,0.0,0,0,60.0,0.0,0.0,4.78,4.9,4.93,4.98,4.97,4.9,4.45,1.0,0.0,1.0,0.0,0.8
2580,1.0,1.0,52.3380100445765,4.941036971413555,2.0,1.0,1.0,1.0,175.0,1.0,365,1.0,1.0,365,365.0,1.0,365.0,19.0,29.0,29,29,0.0,0.0,0.0,4.78,4.9,4.93,4.98,4.97,4.9,4.45,1.0,1.0,0.0,0.0,0.8
2581,4.0,5.0,52.36338,4.88307,2.0,1.5,1.0,1.0,201.0,1.0,1124,1.0,3.0,1124,1124.0,1.2,1124.0,7.0,35.0,65,189,378.0,32.0,2.0,4.92,4.88,4.95,4.96,4.98,4.94,4.8,2.0,0.0,2.0,0.0,4.99
2582,1.0,1.0,52.4,4.97227,4.0,1.5,3.0,3.0,300.0,2.0,15,2.0,2.0,1125,1125.0,2.0,1125.0,0.0,0.0,0,160,35.0,14.0,3.0,4.91,4.91,4.91,5.0,5.0,4.74,4.66,1.0,1.0,0.0,0.0,0.49
2583,1.0,3.0,52.36536,4.87975,4.0,1.5,2.0,2.0,450.0,4.0,14,1.0,1.0,14,14.0,1.0,14.0,1.0,1.0,1,162,44.0,5.0,0.0,4.95,4.98,4.84,4.98,5.0,4.98,4.82,1.0,1.0,0.0,0.0,0.58
2584,11.0,12.0,52.36288,4.88487,2.0,1.0,1.0,2.0,53.0,1.0,200,1.0,1.0,1125,1125.0,1.0,1125.0,15.0,45.0,75,347,33.3,8.4,0.7,4.83,4.87,4.85,4.91,4.92,4.93,4.65,6.0,0.0,0.3,0.0,7.06
2585,4.0,5.0,52.36338,4.88307,2.0,1.5,1.0,1.0,185.0,1.0,1124,1.0,3.0,1124,1124.0,1.2,1124.0,13.0,43.0,73,197,310.0,25.0,0.0,4.92,4.91,4.92,4.96,4.98,4.95,4.77,2.0,0.0,2.0,0.0,4.09
2586,3.0,5.0,52.37946,4.8905,2.0,1.5,1.0,2.0,213.0,3.0,180,2.0,3.0,1125,1125.0,3.0,1125.0,6.0,12.0,14,14,25.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.84,3.0,0.0,3.0,0.0,0.95
2587,1.0,1.0,52.40845,4.90128,5.0,2.0,4.0,4.0,280.0,4.0,62,4.0,4.0,62,62.0,4.0,62.0,1.0,2.0,4,11,15.0,1.0,0.0,5.0,5.0,5.0,4.93,5.0,4.67,4.8,1.0,1.0,0.0,0.0,0.2
2588,1.0,1.0,52.363450635993,4.938777958032861,2.0,1.0,1.0,0.0,180.0,3.0,27,3.0,6.0,27,27.0,3.1,27.0,0.0,0.0,14,14,4.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1.0,1.0,0.0,0.0,0.29
2589,1.0,2.0,52.36158,4.86126,4.0,1.0,2.0,0.0,180.0,4.0,4,4.0,4.0,4,4.0,4.0,4.0,0.0,0.0,0,0,45.0,14.0,0.0,4.93,4.87,4.91,4.96,4.98,4.93,4.71,1.0,1.0,0.0,0.0,0.61
2590,1.0,3.0,52.37662,4.88696,2.0,1.0,1.0,0.0,180.0,3.0,21,3.0,3.0,21,21.0,3.0,21.0,2.0,2.0,2,3,65.0,11.0,4.0,5.0,5.0,4.85,5.0,4.95,5.0,4.78,1.0,1.0,0.0,0.0,0.87
2591,1.0,3.0,52.38028,4.87127,4.0,1.0,3.0,0.0,180.0,4.0,1124,4.0,4.0,1125,1125.0,4.0,1125.0,0.0,0.0,0,0,5.0,0.0,0.0,4.8,4.8,5.0,4.8,4.8,5.0,5.0,1.0,1.0,0.0,0.0,0.07
2592,1.0,1.0,52.35507,4.9925,2.0,1.0,1.0,1.0,160.0,4.0,30,4.0,4.0,30,30.0,4.0,30.0,0.0,0.0,0,9,32.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,4.97,4.97,1.0,1.0,0.0,0.0,0.42
2593,2.0,2.0,52.36622,4.87533,4.0,1.0,1.0,3.0,590.0,2.0,365,2.0,3.9,365,365.0,3.6,365.0,3.0,21.0,29,233,13.0,9.0,0.0,4.77,4.85,4.69,5.0,5.0,5.0,4.54,1.0,1.0,0.0,0.0,0.17
2594,1.0,2.0,52.40868,4.90556,4.0,1.0,3.0,3.0,590.0,5.0,1125,5.0,5.0,1125,1125.0,5.0,1125.0,0.0,0.0,0,0,9.0,1.0,0.0,4.67,4.89,4.44,4.78,5.0,4.56,4.56,1.0,1.0,0.0,0.0,0.12
2595,1.0,1.0,52.353,4.92922,4.0,1.5,2.0,3.0,179.0,3.0,14,1.0,5.0,14,1125.0,2.7,1062.7,0.0,2.0,2,50,195.0,36.0,5.0,4.84,4.82,4.66,4.96,4.95,4.74,4.66,1.0,0.0,1.0,0.0,2.63
2596,3.0,3.0,52.3766,4.90207,2.0,1.0,1.0,1.0,181.0,1.0,1125,1.0,3.0,1125,1125.0,1.5,1125.0,2.0,10.0,29,46,212.0,35.0,4.0,4.98,4.97,5.0,4.99,4.99,4.99,4.83,2.0,0.0,2.0,0.0,2.8
2597,1.0,1.0,52.333031,4.903041,2.0,1.5,0.0,1.0,144.0,4.0,30,3.0,6.0,30,30.0,4.2,30.0,6.0,9.0,22,106,147.0,22.0,2.0,4.8,4.8,4.62,4.9,4.86,4.83,4.61,1.0,0.0,1.0,0.0,1.97
2598,1.0,1.0,52.37354,4.85981,1.0,1.5,0.0,1.0,144.0,1.0,1125,1.0,1.0,1125,1125.0,1.0,1125.0,0.0,0.0,0,0,19.0,4.0,0.0,4.89,4.89,4.47,4.95,5.0,4.89,4.79,1.0,0.0,1.0,0.0,0.26
2599,2.0,2.0,52.35024,4.9088,4.0,1.0,1.0,3.0,286.0,3.0,1125,2.0,3.0,1125,1125.0,3.0,1125.0,3.0,14.0,27,192,221.0,47.0,3.0,4.78,4.79,4.77,4.87,4.87,4.79,4.56,1.0,1.0,0.0,0.0,2.95
2600,2.0,2.0,52.35254,4.88516,2.0,1.5,0.0,1.0,171.0,2.0,1125,2.0,2.0,1125,1125.0,2.0,1125.0,1.0,7.0,13,239,384.0,85.0,0.7,4.89,4.85,4.96,4.96,4.97,4.95,4.71,2.0,2.0,0.0,0.0,5.1
2601,2.0,2.0,52.35183,4.88692,2.0,1.0,1.0,1.0,193.0,2.0,1125,2.0,2.0,1125,1125.0,2.0,1125.0,4.0,10.0,13,250,363.0,74.0,0.7,4.92,4.93,4.95,4.98,4.98,4.94,4.71,2.0,2.0,0.0,0.0,4.81
2602,1.0,1.0,52.36354,4.90477,4.0,1.0,1.0,1.0,543.0,2.0,1125,2.0,2.0,1125,1125.0,2.0,1125.0,6.0,22.0,33,252,135.0,21.0,6.0,4.97,4.99,4.94,4.98,4.97,4.97,4.81,1.0,1.0,0.0,0.0,1.85
2603,1.0,2.0,52.34937,4.93952,3.0,1.0,2.0,3.0,250.0,7.0,14,1.0,3.0,14,14.0,2.6,14.0,1.0,1.0,10,10,17.0,5.0,0.0,4.82,4.88,4.47,5.0,4.88,4.76,4.53,1.0,1.0,0.0,0.0,0.24
2604,7.0,7.0,52.4,4.87078,2.9,1.0,3.0,1.5,251.0,2.0,180,2.0,5.0,60,150.0,3.9,91.4,4.0,30.0,49,308,98.0,17.0,2.0,4.84,4.88,4.79,4.94,4.89,4.51,4.64,7.0,0.9,0.0,0.0,1.3
2605,1.0,1.0,52.36166,4.91212,2.0,1.0,1.0,1.0,274.0,2.0,365,2.0,2.0,365,365.0,2.0,365.0,15.0,43.0,73,348,2.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1.0,1.0,0.0,0.0,0.26
2606,1.0,1.0,52.35487,4.87933,4.0,1.0,2.0,2.0,650.0,2.0,30,2.0,3.0,30,30.0,2.1,30.0,0.0,3.0,7,44,29.0,6.0,1.0,5.0,5.0,4.97,5.0,5.0,4.93,4.9,1.0,1.0,0.0,0.0,0.39
2607,1.0,1.0,52.3859,4.86901,2.0,1.0,1.0,2.0,650.0,2.0,30,2.0,2.0,1125,1125.0,2.0,1125.0,0.0,0.0,0,0,12.0,0.0,0.0,4.92,5.0,5.0,4.92,5.0,4.75,4.75,1.0,1.0,0.0,0.0,0.16
2608,1.0,3.0,52.36908,4.85853,4.0,1.0,4.0,2.0,650.0,3.0,30,3.0,3.0,30,30.0,3.0,30.0,0.0,0.0,0,0,33.0,7.0,0.0,4.97,4.97,4.82,4.94,5.0,4.85,4.7,1.0,1.0,0.0,0.0,0.44
2609,1.0,1.0,52.35283,4.88292,2.0,1.0,1.0,1.0,151.0,5.0,30,5.0,5.0,30,30.0,5.0,30.0,0.0,0.0,14,14,21.0,5.0,0.0,5.0,4.95,4.9,4.86,5.0,4.9,4.86,1.0,1.0,0.0,0.0,0.29
2610,1.0,2.0,52.41153,4.90695,4.0,1.5,3.0,3.0,364.0,2.0,10,1.0,2.0,1125,1125.0,2.0,1125.0,0.0,6.0,6,6,7.0,4.0,0.0,5.0,5.0,4.86,5.0,5.0,4.71,4.43,1.0,1.0,0.0,0.0,0.09
